All measured points in VidSync project Porter_BACI_RoachRun_5July2018_Part1,,,,,,,,,,
Subsample_2 13 (Hsymmetricus),Drift_Forage 134,0:00:09:06.175/60000,546.00293,-0.455181,51.955734,24.578178,0.144526,0.458769,115.784584,
Subsample_2 13 (Hsymmetricus),Drift_Forage 135,0:00:09:09.175/60000,549.00293,-0.304405,51.772877,24.561369,0.143486,1.17787,115.595764,
Subsample_2 13 (Hsymmetricus),Drift_Forage 136,0:00:09:12.175/60000,552.00293,-0.760986,46.740234,25.87409,0.131281,0.042144,110.542519,
Subsample_2 13 (Hsymmetricus),Drift_Forage 137,0:00:09:15.175/60000,555.00293,-0.10927,51.359646,24.389549,0.140483,0.819125,115.182487,
Subsample_2 13 (Hsymmetricus),Drift_Forage 138,0:00:09:18.175/60000,558.00293,0.12617,50.092434,24.548487,0.135764,0.110939,113.900017,
Subsample_2 13 (Hsymmetricus),Drift_Forage 140,0:00:09:24.175/60000,564.00293,-0.547168,51.660229,24.572815,0.1433,2.003004,115.494423,
Subsample_2 13 (Hsymmetricus),Drift_Forage 139,0:00:09:21.175/60000,561.00293,0.314742,53.708691,24.562485,0.151429,0.746909,117.50071,
Subsample_2 13 (Hsymmetricus),Drift_Forage 142,0:00:09:30.175/60000,570.00293,0.505925,51.663624,24.164457,0.139931,3.762837,115.47065,
Subsample_2 13 (Hsymmetricus),Drift_Forage 141,0:00:09:27.175/60000,567.00293,-0.192465,53.246334,24.451881,0.149191,2.988086,117.066025,
Subsample_3 12 (Omykiss),Drift_Forage 131,0:00:09:30.175/60000,570.00293,-31.468206,8.024176,1.039837,0.117676,1.007799,85.398239,
Subsample_2 13 (Hsymmetricus),Length 144,0:00:09:06.175/60000,546.00293,-0.326366,51.812874,24.815983,0.145214,1.142985,115.625328,
Subsample_2 13 (Hsymmetricus),Length 144,0:00:09:06.175/60000,546.00293,5.49534,51.631374,21.13073,0.121984,1.238486,115.537773,
Subsample_2 13 (Hsymmetricus),Length 143,0:00:09:21.175/60000,561.00293,0.601242,50.364304,24.782177,0.137844,1.262937,114.141068,
Subsample_2 13 (Hsymmetricus),Length 143,0:00:09:21.175/60000,561.00293,6.579564,49.882137,23.585192,0.12453,0.121815,113.640923,
Subsample_3 12 (Omykiss),Drift_Forage 148,0:00:09:42.175/60000,582.00293,76.92627,28.500526,1.995804,0.279697,0.092822,104.32914,
Subsample_3 12 (Omykiss),Drift_Forage 149,0:00:09:45.175/60000,585.00293,54.12558,26.768614,8.656313,0.168391,0.490715,94.299622,
Subsample_3 12 (Omykiss),Movement 146,0:00:09:36.175/60000,576.00293,62.200134,7.199972,3.156483,0.252462,2.727978,79.901276,
Subsample_3 12 (Omykiss),Movement 145,0:00:09:33.175/60000,573.00293,-6.756678,-4.935139,1.821438,0.118845,0.867997,66.066223,
Subsample_3 12 (Omykiss),Drift_Forage 147,0:00:09:39.175/60000,579.00293,83.637154,15.700305,-1.345196,0.202749,0.266752,97.454437,
Subsample_3 12 (Omykiss),Drift_Forage 150,0:00:09:48.175/60000,588.00293,61.321861,5.015829,6.702468,0.229299,0.176948,76.513092,
Subsample_3 12 (Omykiss),Drift_Forage 151,0:00:09:51.175/60000,591.00293,24.801086,7.161132,3.460795,0.060261,0.13311,76.23027,
Subsample_3 12 (Omykiss),Drift_Forage 152,0:00:09:54.175/60000,594.00293,-22.589506,7.422634,-1.983908,0.155647,1.492138,82.584732,
Subsample_3 14 (Omykiss),Drift_Forage 162,0:00:09:45.175/60000,585.00293,-37.815632,53.16864,-8.526752,0.047252,1.07668,130.164169,
Subsample_3 14 (Omykiss),Drift_Forage 158,0:00:09:33.175/60000,573.00293,-36.388779,43.920399,-9.077515,0.089883,0.753361,121.618538,
Subsample_3 12 (Omykiss),Length 154,0:00:09:54.4609/60000,594.076843,-24.253616,7.31447,-2.072642,0.153434,1.829143,83.098862,
Subsample_3 12 (Omykiss),Length 156,0:00:09:50.16381/60000,590.27301,34.893147,4.872014,4.931096,0.13664,0.045669,72.730515,
Subsample_3 12 (Omykiss),Length 156,0:00:09:50.16381/60000,590.27301,39.372654,4.438675,5.479879,0.164554,0.377356,72.194122,
Subsample_3 14 (Omykiss),Drift_Forage 160,0:00:09:39.175/60000,579.00293,-36.888691,46.987442,-7.955084,0.072919,0.030698,124.158966,
Subsample_3 14 (Omykiss),Drift_Forage 161,0:00:09:42.175/60000,582.00293,-38.424686,45.156227,-9.081447,0.084786,1.194094,123.416412,
Subsample_3 12 (Omykiss),Drift_Forage 153,0:00:09:55.175/60000,595.00293,-36.334408,9.718101,-1.782857,0.111208,0.829058,89.935257,
Subsample_3 12 (Omykiss),Length 154,0:00:09:54.4609/60000,594.076843,-19.714476,7.729304,-1.590099,0.156005,0.861245,81.780807,
Subsample_3 12 (Omykiss),Length 155,0:00:09:51.8433/60000,591.140564,26.66082,6.350386,3.863717,0.075218,0.04302,75.081734,
Subsample_3 14 (Omykiss),Drift_Forage 157,0:00:09:30.175/60000,570.00293,-36.166245,44.189774,-10.689921,0.093834,1.035259,122.306145,
Subsample_3 14 (Omykiss),Drift_Forage 159,0:00:09:36.175/60000,576.00293,-29.090715,38.852016,-12.335843,0.115484,0.950237,115.928154,
Subsample_3 14 (Omykiss),Drift_Forage 163,0:00:09:48.175/60000,588.00293,-40.043514,47.322334,-5.679305,0.061715,0.748792,124.889908,
Subsample_3 12 (Omykiss),Length 155,0:00:09:51.8433/60000,591.140564,22.479141,8.314791,2.883427,0.041881,0.043187,77.873985,
Subsample_3 14 (Omykiss),Drift_Forage 164,0:00:09:51.175/60000,591.00293,-37.802494,42.417599,-3.050659,0.070262,0.466767,118.981316,
Subsample_3 14 (Omykiss),Drift_Forage 165,0:00:09:54.175/60000,594.00293,-27.244869,49.420826,0.581641,0.020002,1.235429,121.120834,
Subsample_3 14 (Omykiss),Drift_Forage 166,0:00:09:57.175/60000,597.00293,-30.630556,44.667068,-7.554255,0.079597,0.545336,119.964211,
Subsample_3 14 (Omykiss),Drift_Forage 167,0:00:10:00.175/60000,600.00293,-39.414013,44.478443,-8.49472,0.085323,0.170945,122.989426,
Subsample_3 15 (Omykiss),Drift_Forage 171,0:00:09:30.175/60000,570.00293,41.795761,18.90695,8.022436,0.127362,0.617272,85.305756,
Subsample_3 14 (Omykiss),Length 168,0:00:09:33.21367/60000,573.35614,-28.566221,44.426758,-11.299605,0.089686,1.239975,120.376472,
Subsample_3 15 (Omykiss),Drift_Forage 172,0:00:09:33.175/60000,573.00293,44.333282,19.501188,8.337368,0.135502,0.379903,85.999809,
Subsample_3 14 (Omykiss),Length 169,0:00:09:37.11597/60000,577.193298,-35.791828,43.245453,-9.742455,0.094767,0.768191,121.035019,
Subsample_3 14 (Omykiss),Length 168,0:00:09:33.21367/60000,573.35614,-36.079529,44.402016,-8.823196,0.086982,0.446295,121.858742,
Subsample_3 14 (Omykiss),Length 170,0:00:09:51.175/60000,591.00293,-38.115826,42.823261,-3.166202,0.069084,0.90591,119.487671,
Subsample_3 14 (Omykiss),Length 170,0:00:09:51.175/60000,591.00293,-30.684776,44.640667,-4.54049,0.068173,0.036066,119.051163,
Subsample_3 14 (Omykiss),Length 169,0:00:09:37.11597/60000,577.193298,-28.417313,44.997231,-11.412084,0.087278,0.052931,120.885551,
Subsample_3 15 (Omykiss),Drift_Forage 174,0:00:09:36.175/60000,576.00293,44.930172,16.899071,3.892685,0.170212,1.166541,84.857933,
Subsample_3 15 (Omykiss),Drift_Forage 176,0:00:09:42.175/60000,582.00293,45.416626,22.794764,11.185822,0.119962,0.274207,88.606819,
Subsample_3 15 (Omykiss),Drift_Forage 175,0:00:09:39.175/60000,579.00293,40.826729,16.548044,1.159956,0.165789,0.435847,85.10672,
Subsample_3 15 (Omykiss),Drift_Forage 178,0:00:09:48.175/60000,588.00293,44.524921,18.699499,8.073643,0.138582,0.844617,85.317703,
Subsample_3 15 (Omykiss),Drift_Forage 177,0:00:09:45.175/60000,585.00293,42.987465,17.266384,4.828698,0.154506,0.49176,84.735977,
Subsample_3 15 (Omykiss),Drift_Forage 179,0:00:09:51.175/60000,591.00293,44.683929,21.680994,7.268669,0.143133,1.014873,88.406693,
Subsample_3 15 (Omykiss),Length 184,0:00:09:33.175/60000,573.00293,44.251595,19.321659,8.401365,0.134843,0.470124,85.802902,
Subsample_3 15 (Omykiss),Length 183,0:00:09:30.175/60000,570.00293,41.73428,18.899296,8.017866,0.127132,0.002948,85.295547,
Subsample_3 15 (Omykiss),Length 184,0:00:09:33.175/60000,573.00293,49.910736,18.161228,8.082939,0.159992,0.037266,85.500099,
Subsample_3 16 (Okisutch),Drift_Forage 188,0:00:09:39.175/60000,579.00293,68.92318,6.959464,1.867102,0.240709,1.312337,82.575386,
Subsample_3 15 (Omykiss),Drift_Forage 182,0:00:10:00.175/60000,600.00293,43.598328,18.380394,11.576192,0.110966,0.415132,84.061844,
Subsample_3 15 (Omykiss),Drift_Forage 180,0:00:09:54.175/60000,594.00293,41.743153,20.553352,8.723917,0.122102,0.196788,86.707115,
Subsample_3 15 (Omykiss),Drift_Forage 181,0:00:09:57.175/60000,597.00293,42.000343,21.799341,10.821168,0.10992,0.270934,87.427872,
Subsample_3 15 (Omykiss),Length 185,0:00:09:45.8073/60000,585.134521,43.640186,18.303205,4.711393,0.157162,0.365006,85.810593,
Subsample_3 16 (Okisutch),Drift_Forage 186,0:00:09:33.175/60000,573.00293,66.902756,4.253026,14.841521,0.153863,0.396682,75.759781,
Subsample_3 16 (Okisutch),Drift_Forage 190,0:00:09:48.175/60000,588.00293,79.891617,9.106675,-4.843266,0.14395,0.208167,91.625969,
Subsample_3 16 (Okisutch),Drift_Forage 193,0:00:10:00.175/60000,600.00293,88.465088,16.167912,16.696955,0.121389,0.040712,96.043114,
Subsample_3 16 (Okisutch),Drift_Forage 192,0:00:09:54.175/60000,594.00293,70.822243,7.40137,-0.697372,0.237656,0.446383,84.635719,
Subsample_3 16 (Okisutch),Drift_Forage 191,0:00:09:51.175/60000,591.00293,73.024483,10.295405,0.468178,0.239598,0.251196,87.554787,
Subsample_3 15 (Omykiss),Length 183,0:00:09:30.175/60000,570.00293,46.647003,16.265955,8.647764,0.145513,0.935609,83.073456,
Subsample_3 16 (Okisutch),Drift_Forage 189,0:00:09:42.175/60000,582.00293,79.199287,13.97909,10.897162,0.176751,0.257834,90.517509,
Subsample_3 15 (Omykiss),Length 185,0:00:09:45.8073/60000,585.134521,48.141537,15.202157,4.515024,0.183479,0.344227,83.462433,
Subsample_3 16 (Okisutch),Drift_Forage 187,0:00:09:36.175/60000,576.00293,53.985119,15.555055,3.342483,0.215084,0.864076,85.197159,
Subsample_3 16 (Okisutch),Length 195,0:00:09:39.175/60000,579.00293,68.802429,6.926489,1.920322,0.241021,0.137114,82.480942,
Subsample_3 16 (Okisutch),Length 196,0:00:09:42.175/60000,582.00293,79.175591,13.924283,10.947515,0.176258,0.406707,90.448563,
Subsample_3 16 (Okisutch),Length 194,0:00:09:33.175/60000,573.00293,70.625473,1.904084,15.649407,0.12966,0.726451,75.143059,
Subsample_3 16 (Okisutch),Length 196,0:00:09:42.175/60000,582.00293,83.041222,11.500482,10.434604,0.139058,0.01144,90.451042,
Subsample_3 16 (Okisutch),Length 195,0:00:09:39.175/60000,579.00293,71.905983,3.789177,1.329557,0.189495,0.414839,81.363182,
Subsample_3 16 (Okisutch),Length 194,0:00:09:33.175/60000,573.00293,66.881874,4.281686,14.834749,0.153972,0.352574,75.778214,
Subsample_3 17 (Okisutch),Drift_Forage 197,0:00:09:30.175/60000,570.00293,20.332865,24.991318,-18.516321,0.085037,1.970917,102.060532,
Subsample_3 17 (Okisutch),Drift_Forage 198,0:00:09:33.175/60000,573.00293,20.741835,27.485411,-18.358189,0.091498,0.806726,104.17849,
Subsample_3 17 (Okisutch),Drift_Forage 201,0:00:09:39.175/60000,579.00293,21.152178,28.777647,-18.918839,0.098678,0.243809,105.50769,
Subsample_3 17 (Okisutch),Drift_Forage 199,0:00:09:36.175/60000,576.00293,24.845684,30.059704,-14.179568,0.116514,1.046339,104.042328,
Subsample_3 17 (Okisutch),Length 200,0:00:09:36.175/60000,576.00293,30.533682,27.997734,-12.910181,0.15277,2.325829,101.175186,
Subsample_3 17 (Okisutch),Length 200,0:00:09:36.175/60000,576.00293,24.869049,30.059587,-14.182261,0.1167,1.030386,104.040855,
Subsample_3 17 (Okisutch),Drift_Forage 202,0:00:09:42.175/60000,582.00293,23.109983,27.743979,-16.220364,0.10462,1.16425,103.091354,
Subsample_3 17 (Okisutch),Drift_Forage 203,0:00:09:45.175/60000,585.00293,24.484512,27.264034,-15.101698,0.111623,0.909187,101.996483,
Subsample_3 17 (Okisutch),Drift_Forage 204,0:00:09:48.175/60000,588.00293,22.246323,25.30953,-16.458055,0.094776,0.187601,101.177032,
Subsample_3 17 (Okisutch),Drift_Forage 206,0:00:09:54.175/60000,594.00293,21.6304,27.397593,-16.740116,0.093699,1.775737,103.221611,
Subsample_3 17 (Okisutch),Drift_Forage 205,0:00:09:51.175/60000,591.00293,22.561548,26.691582,-17.239697,0.101623,1.612159,102.707382,
Subsample_3 17 (Okisutch),Drift_Forage 207,0:00:09:57.175/60000,597.00293,20.87569,27.922777,-18.202181,0.092821,0.345951,104.466545,
Subsample_3 17 (Okisutch),Length 210,0:00:09:37.12598/60000,577.209961,28.07081,24.631788,-15.007035,0.13707,0.593304,99.271835,
Subsample_3 17 (Okisutch),Length 209,0:00:09:36.3529/60000,576.058838,24.982626,31.286045,-15.147565,0.122483,1.392483,105.544189,
Subsample_3 17 (Okisutch),Length 209,0:00:09:36.3529/60000,576.058838,30.802429,28.953835,-13.165537,0.156666,0.82914,102.132248,
Subsample_3 17 (Okisutch),Drift_Forage 208,0:00:10:00.175/60000,600.00293,25.425749,28.277431,-20.34503,0.137023,1.263198,105.232124,
Subsample_2 18 (Okisutch),Movement 214,0:00:09:18.175/60000,558.00293,39.060444,26.95516,-17.457716,0.230702,0.663151,102.183846,
Subsample_3 17 (Okisutch),Length 210,0:00:09:37.12598/60000,577.209961,22.50827,26.835474,-15.931274,0.097537,0.452056,102.237564,
Subsample_2 18 (Okisutch),Drift_Forage 216,0:00:09:24.175/60000,564.00293,19.059889,31.6031,-17.028164,0.082669,0.715725,107.015373,
Subsample_2 18 (Okisutch),Drift_Forage 215,0:00:09:21.175/60000,561.00293,14.167933,24.660933,-18.04649,0.032929,0.340664,100.810196,
Subsample_2 18 (Okisutch),Drift_Forage 217,0:00:09:27.175/60000,567.00293,19.053667,27.658899,-20.948055,0.086471,0.456017,105.355453,
Subsample_2 18 (Okisutch),Drift_Forage 218,0:00:09:30.175/60000,570.00293,20.288149,24.37435,-18.086868,0.082498,1.463463,101.31498,
Subsample_2 18 (Okisutch),Length 211,0:00:09:17.45432/60000,557.757202,43.70377,28.802433,-17.512178,0.262721,1.587244,104.076065,
Subsample_3 19 (Omykiss),Drift_Forage 220,0:00:09:51.175/60000,591.00293,82.491028,25.376875,6.761437,0.242542,0.058117,102.744026,
Subsample_2 18 (Okisutch),Length 213,0:00:09:19.51558/60000,559.859314,22.784164,23.692184,-18.240162,0.103131,1.135846,100.547058,
Subsample_2 18 (Okisutch),Length 212,0:00:09:17.20407/60000,557.340088,49.477619,30.157333,-16.288044,0.292519,0.823364,105.295624,
Subsample_2 18 (Okisutch),Length 211,0:00:09:17.45432/60000,557.757202,49.935627,28.985903,-16.921877,0.298129,1.035184,104.605339,
Subsample_2 18 (Okisutch),Length 212,0:00:09:17.20407/60000,557.340088,55.710342,29.40428,-15.650561,0.322443,0.03166,105.323112,
Subsample_3 19 (Omykiss),Drift_Forage 219,0:00:09:48.175/60000,588.00293,90.806183,21.902126,-2.872076,0.209181,0.391814,106.519379,
Subsample_2 18 (Okisutch),Length 213,0:00:09:19.51558/60000,559.859314,28.522013,21.704357,-17.354954,0.147306,0.218053,97.787384,
Subsample_3 19 (Omykiss),Drift_Forage 221,0:00:09:54.175/60000,594.00293,64.062637,30.341402,8.603047,0.202298,0.410707,100.031776,
Subsample_3 19 (Omykiss),Drift_Forage 222,0:00:09:57.175/60000,597.00293,46.615562,29.985825,11.358714,0.129376,0.48897,95.686523,
Subsample_3 19 (Omykiss),Drift_Forage 223,0:00:10:00.175/60000,600.00293,59.725689,28.925959,6.454462,0.203327,0.38961,98.079651,
Subsample_3 19 (Omykiss),Length 224,0:00:09:48.17262/60000,588.28772,90.06501,22.298969,-2.217407,0.222044,0.350014,106.254791,
Subsample_3 19 (Omykiss),Length 224,0:00:09:48.17262/60000,588.28772,94.041809,21.047592,-4.010902,0.155456,0.079261,107.905869,
Subsample_3 19 (Omykiss),Length 226,0:00:09:50.56421/60000,590.940369,86.242706,23.03418,5.93104,0.229219,0.601552,102.709923,
Subsample_3 19 (Omykiss),Length 226,0:00:09:50.56421/60000,590.940369,82.405548,25.322647,6.747352,0.242502,0.351699,102.662025,
Subsample_3 19 (Omykiss),Length 225,0:00:09:51.17442/60000,591.29071,82.851151,25.909168,8.031573,0.235768,0.948565,103.079124,
Subsample_3 19 (Omykiss),Length 225,0:00:09:51.17442/60000,591.29071,86.886566,23.887918,7.121011,0.226056,0.37457,103.463692,
Subsample_3 20 (Hsymmetricus),Drift_Forage 228,0:00:09:33.175/60000,573.00293,0.229389,52.313393,24.289341,0.143746,1.621544,116.124313,
Subsample_3 20 (Hsymmetricus),Drift_Forage 236,0:00:09:57.175/60000,597.00293,0.458659,53.257263,24.90554,0.151289,3.173514,117.029327,
Subsample_3 20 (Hsymmetricus),Drift_Forage 234,0:00:09:51.175/60000,591.00293,0.904213,49.550934,26.919289,0.147111,0.46234,113.242043,
Subsample_3 20 (Hsymmetricus),Drift_Forage 232,0:00:09:45.175/60000,585.00293,0.718646,49.143906,24.768394,0.132468,0.530459,112.918861,
Subsample_3 20 (Hsymmetricus),Drift_Forage 227,0:00:09:30.175/60000,570.00293,0.096751,50.531593,24.560497,0.13774,1.59759,114.339005,
Subsample_3 20 (Hsymmetricus),Drift_Forage 229,0:00:09:36.175/60000,576.00293,-0.111711,51.069736,24.41647,0.139393,0.551765,114.892029,
Subsample_3 20 (Hsymmetricus),Drift_Forage 231,0:00:09:42.175/60000,582.00293,-0.699453,54.934078,24.212847,0.155774,0.99949,118.785019,
Subsample_3 20 (Hsymmetricus),Drift_Forage 230,0:00:09:39.175/60000,579.00293,0.054798,50.500443,25.207611,0.141559,0.450644,114.281616,
Subsample_3 20 (Hsymmetricus),Drift_Forage 233,0:00:09:48.175/60000,588.00293,0.137502,51.431602,24.475887,0.141076,0.061303,115.239372,
Subsample_3 20 (Hsymmetricus),Drift_Forage 237,0:00:10:00.175/60000,600.00293,-0.223052,53.74366,24.335955,0.150746,0.116606,117.569077,
Subsample_3 20 (Hsymmetricus),Drift_Forage 235,0:00:09:54.175/60000,594.00293,0.148352,51.242767,24.450382,0.140097,2.116462,115.051643,
Subsample_4 21 (Omykiss),Drift_Forage 238,0:00:11:00.175/60000,660.00293,-22.59478,46.137627,2.582658,0.021761,1.199658,116.391029,
Subsample_4 21 (Omykiss),Drift_Forage 239,0:00:11:03.175/60000,663.00293,-28.193213,45.005779,-2.953234,0.058417,0.548896,118.210144,
Subsample_4 21 (Omykiss),Drift_Forage 240,0:00:11:06.175/60000,666.00293,-44.076836,43.357422,-8.35701,0.087201,1.181981,123.739899,
Subsample_4 21 (Omykiss),Drift_Forage 242,0:00:11:12.175/60000,672.00293,-26.053164,22.247593,-9.875467,0.161787,5.386385,99.567017,
Subsample_4 21 (Omykiss),Drift_Forage 241,0:00:11:09.175/60000,669.00293,-51.245258,40.238831,-1.448292,0.054457,0.962276,122.189507,
Subsample_4 21 (Omykiss),Movement 243,0:00:11:15.175/60000,675.00293,26.905628,24.667025,-13.868862,0.124175,0.660022,98.886757,
Subsample_4 21 (Omykiss),Drift_Forage 248,0:00:11:30.175/60000,690.00293,-33.641312,49.196793,-6.948796,0.058506,1.539247,124.786774,
Subsample_4 21 (Omykiss),Drift_Forage 245,0:00:11:21.175/60000,681.00293,-9.521441,35.285275,-14.044866,0.085529,0.540118,109.15097,
Subsample_4 21 (Omykiss),Drift_Forage 246,0:00:11:24.175/60000,684.00293,-31.290163,39.00222,-6.670986,0.10044,0.88766,114.801521,
Subsample_4 21 (Omykiss),Drift_Forage 247,0:00:11:27.175/60000,687.00293,-25.560629,48.349022,-2.557103,0.039004,0.135752,120.485397,
Subsample_4 21 (Omykiss),Drift_Forage 244,0:00:11:18.175/60000,678.00293,18.337948,33.997292,-17.496866,0.084312,0.168555,109.262451,
Subsample_4 21 (Omykiss),Length 251,0:00:11:24.4003/60000,684.066711,-23.560989,39.484375,-6.234838,0.091402,0.448051,112.890785,
Subsample_4 21 (Omykiss),Length 249,0:00:11:24.5004/60000,684.083374,-23.63394,39.579895,-6.267859,0.091188,0.646891,113.007057,
Subsample_4 21 (Omykiss),Length 251,0:00:11:24.4003/60000,684.066711,-31.772318,39.611073,-6.78325,0.098558,0.635994,115.53437,
Subsample_4 21 (Omykiss),Length 249,0:00:11:24.5004/60000,684.083374,-31.846569,39.809433,-6.800783,0.097848,0.305975,115.740799,
Subsample_4 21 (Omykiss),Length 250,0:00:11:03.26767/60000,663.446106,-25.135952,44.889301,-7.955519,0.074772,0.961421,118.774879,
Subsample_4 21 (Omykiss),Length 250,0:00:11:03.26767/60000,663.446106,-32.592224,41.787407,-6.264014,0.087939,0.525077,117.581459,
Subsample_4 22 (Omykiss),Drift_Forage 252,0:00:11:00.175/60000,660.00293,-42.856647,12.218247,10.975847,0.010133,0.938855,91.6483,
Subsample_4 22 (Omykiss),Search_Forage 254,0:00:11:15.175/60000,675.00293,38.009499,10.789163,-2.142003,0.175872,0.263892,80.90461,
Subsample_4 22 (Omykiss),Search_Forage 253,0:00:11:12.175/60000,672.00293,-1.858356,5.27627,1.036306,0.11615,1.178221,74.961723,
Subsample_4 22 (Omykiss),Drift_Forage 255,0:00:11:18.175/60000,678.00293,31.504025,9.224503,-3.350902,0.134166,0.272683,80.09552,
Subsample_4 22 (Omykiss),Drift_Forage 258,0:00:11:27.175/60000,687.00293,20.584421,18.073053,1.877085,0.031616,0.09393,87.558617,
Subsample_4 22 (Omykiss),Drift_Forage 256,0:00:11:21.175/60000,681.00293,34.463776,9.905643,-5.835788,0.166645,0.267507,81.675339,
Subsample_4 22 (Omykiss),Drift_Forage 257,0:00:11:24.175/60000,684.00293,28.330564,7.451002,-2.313364,0.107039,0.09706,78.305214,
Subsample_4 22 (Omykiss),Drift_Forage 259,0:00:11:30.175/60000,690.00293,16.760313,22.568626,5.293071,0.012046,0.473898,90.335205,
Subsample_4 22 (Omykiss),Length 261,0:00:11:18.1641/60000,678.027344,31.414082,9.280948,-3.401845,0.133481,0.47646,80.173393,
Subsample_4 22 (Omykiss),Length 260,0:00:11:21.51871/60000,681.864502,40.125439,8.69291,-5.816092,0.213961,0.929409,80.665085,
Subsample_4 22 (Omykiss),Length 262,0:00:11:18.15655/60000,678.260925,35.307381,7.515376,-3.017544,0.168405,0.07531,78.278473,
Subsample_4 22 (Omykiss),Length 261,0:00:11:18.1641/60000,678.027344,35.383682,7.777828,-3.098692,0.168576,0.68704,78.549538,
Subsample_4 22 (Omykiss),Length 260,0:00:11:21.51871/60000,681.864502,35.984024,10.242372,-6.419716,0.180484,0.099478,82.221405,
Subsample_4 22 (Omykiss),Length 262,0:00:11:18.15655/60000,678.260925,31.232821,9.045351,-3.539105,0.132951,0.361891,80.030067,
