All measured points in VidSync project Porter_BACI_RoachRun_5July2018_Part1,,,,,,,,,,
Subsample_4 23 (Omykiss),Drift_Forage 265,0:00:11:06.175/60000,666.00293,33.204769,30.135971,18.079962,0.060766,0.025183,94.172379,
Subsample_4 23 (Omykiss),Drift_Forage 264,0:00:11:03.175/60000,663.00293,33.675724,30.085535,13.360349,0.079134,0.151933,94.854782,
Subsample_4 23 (Omykiss),Drift_Forage 263,0:00:11:00.175/60000,660.00293,31.554539,29.90078,16.234486,0.062684,0.157155,94.269867,
Subsample_4 23 (Omykiss),Drift_Forage 266,0:00:11:09.175/60000,669.00293,37.873127,26.227211,10.54425,0.099572,2.834953,91.625168,
Subsample_4 23 (Omykiss),Drift_Forage 267,0:00:11:12.175/60000,672.00293,50.777622,30.15312,14.459465,0.122709,0.268432,95.82093,
Subsample_4 23 (Omykiss),Drift_Forage 268,0:00:11:15.175/60000,675.00293,49.285248,31.123405,15.230047,0.115638,0.179567,96.425133,
Subsample_4 23 (Omykiss),Drift_Forage 269,0:00:11:18.175/60000,678.00293,52.092213,19.864416,5.976917,0.182093,0.3901,88.059631,
Subsample_4 23 (Omykiss),Length 272,0:00:11:11.1221/60000,671.020325,42.779461,30.013191,14.50653,0.099768,0.160728,94.782661,
Subsample_4 23 (Omykiss),Length 273,0:00:11:14.400/60000,674.006653,57.823071,34.036488,15.77911,0.141592,0.212157,100.679535,
Subsample_4 24 (Omykiss),Drift_Forage 274,0:00:11:00.175/60000,660.00293,24.960739,21.632269,-10.965697,0.097229,0.112426,95.102135,
Subsample_4 23 (Omykiss),Movement 270,0:00:11:21.175/60000,681.00293,71.163734,0.835769,1.978646,0.162981,0.16213,78.377998,
Subsample_4 23 (Omykiss),Length 273,0:00:11:14.400/60000,674.006653,53.582302,36.149796,15.278855,0.138312,0.127017,101.984047,
Subsample_4 23 (Omykiss),Length 271,0:00:11:10.48208/60000,670.803467,47.250999,29.759777,15.238513,0.107428,0.892057,94.83107,
Subsample_4 23 (Omykiss),Length 271,0:00:11:10.48208/60000,670.803467,42.51123,30.322868,15.046995,0.096728,0.063191,94.978401,
Subsample_4 23 (Omykiss),Length 272,0:00:11:11.1221/60000,671.020325,47.298794,28.799864,14.238456,0.111981,0.370338,94.065834,
Subsample_4 24 (Omykiss),Drift_Forage 275,0:00:11:03.175/60000,663.00293,26.098747,25.694433,-2.116724,0.08748,0.333359,95.222557,
Subsample_4 24 (Omykiss),Drift_Forage 276,0:00:11:06.175/60000,666.00293,19.211546,22.421633,2.326416,0.028628,0.31178,91.394333,
Subsample_4 24 (Omykiss),Drift_Forage 277,0:00:11:09.175/60000,669.00293,27.928064,25.15407,4.123506,0.080201,0.080415,92.564728,
Subsample_4 24 (Omykiss),Drift_Forage 278,0:00:11:12.175/60000,672.00293,40.117756,24.711683,1.064765,0.157778,1.168121,92.792694,
Subsample_4 24 (Omykiss),Drift_Forage 279,0:00:11:15.175/60000,675.00293,42.632202,23.908564,7.24354,0.134984,0.026755,90.382118,
Subsample_4 24 (Omykiss),Drift_Forage 280,0:00:11:18.175/60000,678.00293,43.302574,22.943474,6.154101,0.144258,0.643235,89.795189,
Subsample_4 24 (Omykiss),Drift_Forage 281,0:00:11:21.175/60000,681.00293,44.898033,11.730938,-0.273478,0.206974,1.876733,81.48587,
Subsample_4 24 (Omykiss),Drift_Forage 282,0:00:11:24.175/60000,684.00293,37.305874,19.809572,11.533301,0.087508,0.182373,85.139648,
Subsample_4 24 (Omykiss),Drift_Forage 283,0:00:11:27.175/60000,687.00293,35.469078,30.469273,7.334138,0.111623,0.04832,96.479248,
Subsample_4 24 (Omykiss),Drift_Forage 284,0:00:11:30.175/60000,690.00293,40.425716,22.352137,6.224213,0.13132,0.932565,89.024178,
Subsample_4 24 (Omykiss),Length 285,0:00:11:09.12112/60000,669.201843,28.186384,24.478966,4.582069,0.079267,0.061981,91.766922,
Subsample_4 24 (Omykiss),Length 285,0:00:11:09.12112/60000,669.201843,33.837452,23.676508,3.794828,0.111741,0.282841,90.911819,
Subsample_4 25 (Okisutch),Drift_Forage 288,0:00:11:00.175/60000,660.00293,3.818657,28.763092,-16.260338,0.036746,0.901482,103.221123,
Subsample_4 24 (Omykiss),Length 286,0:00:11:24.24023/60000,684.400391,37.79504,21.157598,11.396177,0.090583,0.236957,86.492096,
Subsample_4 24 (Omykiss),Length 287,0:00:11:17.53633/60000,677.89386,43.157814,21.875126,7.494284,0.135434,0.13431,88.399368,
Subsample_4 24 (Omykiss),Length 286,0:00:11:24.24023/60000,684.400391,43.55463,20.261086,11.233601,0.112735,0.353686,85.960022,
Subsample_4 24 (Omykiss),Length 287,0:00:11:17.53633/60000,677.89386,48.874252,21.022749,8.663012,0.149871,0.436905,87.923019,
Subsample_4 25 (Okisutch),Drift_Forage 289,0:00:11:03.175/60000,663.00293,-1.380513,26.714354,-19.430264,0.066406,2.314799,103.0681,
Subsample_4 25 (Okisutch),Drift_Forage 290,0:00:11:06.175/60000,666.00293,5.434319,27.907961,-18.433643,0.023473,0.486019,103.446091,
Subsample_4 25 (Okisutch),Drift_Forage 291,0:00:11:09.175/60000,669.00293,16.98181,28.913038,-18.131952,0.063483,0.342918,104.873245,
Subsample_4 25 (Okisutch),Drift_Forage 292,0:00:11:12.175/60000,672.00293,14.254921,28.973791,-14.603081,0.033888,0.794148,103.082329,
Subsample_4 25 (Okisutch),Drift_Forage 293,0:00:11:15.175/60000,675.00293,21.908758,27.991261,-16.082018,0.095056,1.440698,103.405136,
Subsample_4 25 (Okisutch),Drift_Forage 294,0:00:11:18.175/60000,678.00293,24.342743,21.871672,-15.392673,0.10546,0.954385,97.402924,
Subsample_4 25 (Okisutch),Drift_Forage 295,0:00:11:21.175/60000,681.00293,22.333784,27.9203,-17.349392,0.101989,0.645458,103.86454,
Subsample_4 25 (Okisutch),Drift_Forage 296,0:00:11:24.175/60000,684.00293,17.741453,29.525038,-18.243752,0.071044,1.104769,105.552704,
Subsample_4 25 (Okisutch),Drift_Forage 297,0:00:11:27.175/60000,687.00293,28.400976,36.31023,-16.579163,0.161918,0.729624,110.373703,
Subsample_4 25 (Okisutch),Drift_Forage 298,0:00:11:30.175/60000,690.00293,19.885387,31.333084,-14.427085,0.082016,1.349943,105.771439,
Subsample_4 25 (Okisutch),Length 300,0:00:11:27.6185/60000,687.103088,34.971611,32.23975,-15.690459,0.198795,0.296924,106.054901,
Subsample_4 25 (Okisutch),Length 299,0:00:11:12.3283/60000,672.054688,19.349989,26.590296,-14.317743,0.067472,0.799251,101.412971,
Subsample_4 26 (Hsymmetricus),Drift_Forage 302,0:00:11:00.175/60000,660.00293,0.095257,53.318443,24.346718,0.148637,0.483433,117.130264,
Subsample_4 25 (Okisutch),Length 301,0:00:11:27.55234/60000,687.920593,35.837482,30.79137,-15.589563,0.202948,0.15841,104.703499,
Subsample_4 25 (Okisutch),Length 301,0:00:11:27.55234/60000,687.920593,29.753151,32.422684,-14.929036,0.159401,0.826401,106.075165,
Subsample_4 25 (Okisutch),Length 300,0:00:11:27.6185/60000,687.103088,28.820688,33.857609,-15.360335,0.156467,0.33029,107.612938,
Subsample_4 25 (Okisutch),Length 299,0:00:11:12.3283/60000,672.054688,13.877876,29.434681,-14.454384,0.031936,0.28595,103.399788,
Subsample_4 26 (Hsymmetricus),Drift_Forage 306,0:00:11:12.175/60000,672.00293,-0.724,56.540554,24.138536,0.162674,1.099458,120.392509,
Subsample_4 26 (Hsymmetricus),Drift_Forage 304,0:00:11:06.175/60000,666.00293,0.223511,52.914467,24.331947,0.146648,0.90523,116.722397,
Subsample_4 26 (Hsymmetricus),Drift_Forage 305,0:00:11:09.175/60000,669.00293,-0.146434,57.205032,24.235886,0.165832,2.489464,121.024574,
Subsample_4 26 (Hsymmetricus),Drift_Forage 308,0:00:11:18.175/60000,678.00293,-0.149731,52.453732,24.251585,0.144478,1.831887,116.282631,
Subsample_4 26 (Hsymmetricus),Drift_Forage 303,0:00:11:03.175/60000,663.00293,0.373617,51.055111,24.764389,0.140931,0.590064,114.840569,
Subsample_4 26 (Hsymmetricus),Drift_Forage 309,0:00:11:21.175/60000,681.00293,-0.055304,50.245728,24.597771,0.136892,0.032841,114.058746,
Subsample_4 26 (Hsymmetricus),Drift_Forage 307,0:00:11:15.175/60000,675.00293,-0.151082,51.824669,24.585646,0.143709,0.253606,115.639297,
Subsample_4 26 (Hsymmetricus),Drift_Forage 310,0:00:11:24.175/60000,684.00293,-0.455107,53.946278,24.22172,0.151182,2.038621,117.787346,
Subsample_4 26 (Hsymmetricus),Drift_Forage 311,0:00:11:27.175/60000,687.00293,-0.646479,50.840603,25.113039,0.14319,0.92066,114.657951,
Subsample_4 26 (Hsymmetricus),Drift_Forage 312,0:00:11:30.175/60000,690.00293,-0.399541,54.545368,24.198753,0.153686,0.214041,118.383606,
Subsample_5 27 (Omykiss),Search_Forage 313,0:00:15:00.175/60000,900.00293,-28.011572,2.312459,12.244648,0.026975,1.015653,75.806717,
Subsample_5 27 (Omykiss),Search_Forage 314,0:00:15:03.175/60000,903.00293,-11.720403,8.305163,9.934251,0.086391,1.14881,76.459488,
Subsample_5 27 (Omykiss),Search_Forage 315,0:00:15:06.175/60000,906.00293,-11.325859,-20.027384,11.392401,0.08414,2.181466,50.065666,
Subsample_5 27 (Omykiss),Search_Forage 316,0:00:15:01.175/60000,901.00293,-21.260399,10.454543,11.757643,0.060227,0.298042,80.634926,
Subsample_5 27 (Omykiss),Length 319,0:00:15:03.17143/60000,903.285706,-12.764193,8.093025,10.030766,0.085482,0.631294,76.471794,
Subsample_5 27 (Omykiss),Length 318,0:00:15:00.12959/60000,900.216003,-30.006409,1.738889,12.21102,0.017385,0.841102,76.214226,
Subsample_5 28 (Omykiss),Drift_Forage 321,0:00:15:03.175/60000,903.00293,-67.903214,38.005455,-5.065705,0.026206,0.985201,129.866226,
Subsample_5 27 (Omykiss),Length 318,0:00:15:00.12959/60000,900.216003,-25.773693,3.628965,12.240364,0.038458,0.478504,76.019135,
Subsample_5 27 (Omykiss),Length 319,0:00:15:03.17143/60000,903.285706,-7.83228,8.5099,9.867082,0.085825,0.628877,75.912148,
Subsample_5 27 (Omykiss),Length 317,0:00:15:00.20967/60000,900.349426,-28.842752,3.008602,12.164639,0.027,0.885039,76.794586,
Subsample_5 27 (Omykiss),Length 317,0:00:15:00.20967/60000,900.349426,-24.275156,4.399119,12.151516,0.045416,0.726277,76.130928,
Subsample_5 28 (Omykiss),Drift_Forage 320,0:00:15:00.175/60000,900.00293,-64.900414,39.183372,-4.837022,0.037885,0.883504,129.07634,
Subsample_5 28 (Omykiss),Drift_Forage 322,0:00:15:06.175/60000,906.00293,-61.195526,39.225151,-3.796871,0.04607,0.601774,126.859627,
Subsample_5 28 (Omykiss),Drift_Forage 323,0:00:15:09.175/60000,909.00293,-53.811138,43.250568,-9.498655,0.081254,2.166515,128.176117,
Subsample_5 28 (Omykiss),Drift_Forage 324,0:00:15:12.175/60000,912.00293,-62.042763,42.424465,-10.238083,0.066636,0.909884,131.717133,
Subsample_5 28 (Omykiss),Drift_Forage 325,0:00:15:15.175/60000,915.00293,-58.583626,45.223362,-8.06254,0.060523,0.09387,131.637604,
Subsample_5 28 (Omykiss),Drift_Forage 326,0:00:15:18.175/60000,918.00293,-46.501335,44.092075,-7.590416,0.079369,1.46186,125.121864,
Subsample_5 28 (Omykiss),Drift_Forage 327,0:00:15:21.175/60000,921.00293,-36.028851,49.49205,-9.576373,0.067359,0.446794,126.607048,
Subsample_5 28 (Omykiss),Drift_Forage 328,0:00:15:24.175/60000,924.00293,-46.65099,46.424969,-13.920323,0.092548,0.192361,129.200806,
Subsample_5 28 (Omykiss),Drift_Forage 330,0:00:15:30.175/60000,930.00293,-55.929031,45.072693,-7.342477,0.0627,1.087892,130.040909,
Subsample_5 28 (Omykiss),Drift_Forage 329,0:00:15:27.175/60000,927.00293,-57.642754,40.650841,-12.139377,0.088717,1.878352,128.690536,
Subsample_5 28 (Omykiss),Length 332,0:00:15:16.13919/60000,916.231995,-45.768204,38.809303,-9.364355,0.105732,0.207572,120.858231,
Subsample_5 28 (Omykiss),Length 331,0:00:15:00.33980/60000,900.566345,-66.397049,37.580105,-5.057731,0.032602,0.960162,128.688995,
Subsample_5 28 (Omykiss),Length 331,0:00:15:00.33980/60000,900.566345,-58.634911,39.418407,-6.37359,0.066026,0.228897,126.413284,
Subsample_5 28 (Omykiss),Length 332,0:00:15:16.13919/60000,916.231995,-53.989048,39.880245,-8.163895,0.084717,0.14085,125.052444,
Subsample_5 29 (Omykiss),Drift_Forage 333,0:00:15:00.175/60000,900.00293,30.968863,17.472382,9.754971,0.069108,0.153776,83.444023,
Subsample_5 29 (Omykiss),Drift_Forage 335,0:00:15:06.175/60000,906.00293,27.46557,22.077497,13.177756,0.045548,0.659784,87.42865,
Subsample_5 29 (Omykiss),Drift_Forage 334,0:00:15:03.175/60000,903.00293,28.876705,18.505201,6.123126,0.072946,0.196229,85.565552,
Subsample_5 29 (Omykiss),Drift_Forage 336,0:00:15:09.175/60000,909.00293,23.763504,27.372353,11.844192,0.045862,0.110822,93.276886,
Subsample_5 29 (Omykiss),Drift_Forage 338,0:00:15:15.175/60000,915.00293,20.29907,16.069324,3.554335,0.025017,0.415354,85.207306,
Subsample_5 29 (Omykiss),Search_Forage 340,0:00:15:21.175/60000,921.00293,-18.19651,16.872856,0.841975,0.133386,1.130735,88.632149,
Subsample_5 29 (Omykiss),Search_Forage 339,0:00:15:18.175/60000,918.00293,-4.148074,11.06023,1.990563,0.115947,0.771274,80.2006,
Subsample_5 29 (Omykiss),Drift_Forage 337,0:00:15:12.175/60000,912.00293,29.525126,20.70351,4.785751,0.082427,0.109824,87.998283,
Subsample_5 29 (Omykiss),Search_Forage 341,0:00:15:24.175/60000,924.00293,-48.403339,13.348835,-7.463063,0.062323,6.257641,100.850533,
Subsample_5 30 (Omykiss),Drift_Forage 347,0:00:15:24.175/60000,924.00293,-47.156216,33.177261,26.489454,0.178702,1.836995,110.006851,
Subsample_5 29 (Omykiss),Length 344,0:00:15:16.52958/60000,916.882629,10.993331,8.685176,5.318152,0.041842,0.702882,76.541374,
Subsample_5 30 (Omykiss),Drift_Forage 346,0:00:15:21.175/60000,921.00293,-63.056412,24.77383,22.757231,0.096828,1.46168,111.799454,
Subsample_5 29 (Omykiss),Length 344,0:00:15:16.52958/60000,916.882629,5.505128,8.632924,4.521026,0.073448,0.100803,76.524765,
Subsample_5 29 (Omykiss),Length 342,0:00:15:00.175/60000,900.00293,30.974854,17.004536,9.877759,0.068562,0.212961,82.960899,
Subsample_5 30 (Omykiss),Drift_Forage 348,0:00:15:27.175/60000,927.00293,-53.273342,25.767887,21.766886,0.114131,1.900671,107.019905,
Subsample_5 29 (Omykiss),Length 343,0:00:15:03.2128/60000,903.035461,34.168163,16.80126,6.617473,0.100003,1.764995,83.506294,
Subsample_5 30 (Omykiss),Drift_Forage 345,0:00:15:18.175/60000,918.00293,-60.472118,33.311012,25.389429,0.168386,0.091219,117.066551,
Subsample_5 29 (Omykiss),Length 343,0:00:15:03.2128/60000,903.035461,28.911104,18.066597,6.251109,0.072547,0.386586,85.107399,
Subsample_5 29 (Omykiss),Length 342,0:00:15:00.175/60000,900.00293,36.56324,16.040619,9.870995,0.094762,0.988026,81.870476,
Subsample_5 30 (Omykiss),Length 350,0:00:15:21.175/60000,921.00293,-59.486092,27.670938,23.02899,0.124471,1.310186,111.990303,
Subsample_5 30 (Omykiss),Length 349,0:00:15:18.175/60000,918.00293,-59.181255,31.507082,25.486198,0.163588,0.628739,114.847031,
Subsample_5 30 (Omykiss),Length 349,0:00:15:18.175/60000,918.00293,-56.233532,34.822338,26.515486,0.189075,0.811173,115.987793,
Subsample_5 30 (Omykiss),Length 351,0:00:15:24.10395/60000,924.173279,-47.045784,33.276669,25.732861,0.169947,0.605593,110.067665,
Subsample_5 31 (Hsymmetricus),Drift_Forage 352,0:00:15:00.175/60000,900.00293,-0.255787,52.211517,24.493866,0.144947,1.812761,116.034325,
Subsample_5 30 (Omykiss),Length 351,0:00:15:24.10395/60000,924.173279,-42.209969,34.023762,26.688896,0.174064,0.266,108.500717,
Subsample_5 30 (Omykiss),Length 350,0:00:15:21.175/60000,921.00293,-63.700859,25.511208,22.730721,0.098441,0.972621,112.776649,
Subsample_5 31 (Hsymmetricus),Drift_Forage 353,0:00:15:03.175/60000,903.00293,-0.211074,51.697418,24.89422,0.14507,1.88133,115.501381,
Subsample_5 31 (Hsymmetricus),Drift_Forage 354,0:00:15:06.175/60000,906.00293,0.126829,51.737652,24.753361,0.144061,1.85481,115.532684,
Subsample_5 31 (Hsymmetricus),Drift_Forage 355,0:00:15:09.175/60000,909.00293,0.809669,49.98135,25.313356,0.139163,0.656861,113.728325,
Subsample_5 31 (Hsymmetricus),Drift_Forage 356,0:00:15:12.175/60000,912.00293,0.095902,50.990417,24.521626,0.13948,0.080179,114.798744,
Subsample_5 31 (Hsymmetricus),Drift_Forage 357,0:00:15:15.175/60000,915.00293,0.401516,50.912384,24.980595,0.141577,0.056392,114.687569,
Subsample_5 31 (Hsymmetricus),Drift_Forage 359,0:00:15:21.175/60000,921.00293,-1.742977,54.960094,22.785368,0.148318,7.089524,118.942627,
Subsample_5 31 (Hsymmetricus),Drift_Forage 358,0:00:15:18.175/60000,918.00293,0.02419,51.815895,24.179386,0.141105,1.291741,115.64196,
Subsample_5 31 (Hsymmetricus),Drift_Forage 362,0:00:15:30.175/60000,930.00293,-0.434339,60.988464,23.142342,0.177872,4.232658,124.86702,
Subsample_5 31 (Hsymmetricus),Drift_Forage 361,0:00:15:27.175/60000,927.00293,1.104687,46.850914,24.614433,0.121641,0.194093,110.62262,
Subsample_5 31 (Hsymmetricus),Drift_Forage 360,0:00:15:24.175/60000,924.00293,0.445805,56.012714,23.829405,0.157591,2.978203,119.83004,
Subsample_6 32 (Omykiss),Drift_Forage 363,0:00:16:30.175/60000,990.00293,-49.6749,42.091812,-8.103253,0.085276,0.630912,124.919617,
Subsample_6 32 (Omykiss),Drift_Forage 365,0:00:16:36.175/60000,996.00293,-55.89061,40.833405,-12.071404,0.092662,0.094234,127.972244,
Subsample_6 32 (Omykiss),Drift_Forage 364,0:00:16:33.175/60000,993.00293,-41.634037,44.778168,-18.142805,0.108458,0.265296,127.384567,
Subsample_6 32 (Omykiss),Drift_Forage 366,0:00:16:39.175/60000,999.00293,-59.04129,44.821602,-8.88822,0.064242,1.993374,131.768661,
Subsample_6 32 (Omykiss),Drift_Forage 369,0:00:16:48.175/60000,1008.00293,-63.905445,25.309896,-6.636677,0.031141,1.168271,118.28672,
Subsample_6 32 (Omykiss),Drift_Forage 368,0:00:16:45.175/60000,1005.00293,-47.835251,43.453274,-6.533641,0.075707,0.422444,124.81871,
Subsample_6 32 (Omykiss),Drift_Forage 367,0:00:16:42.175/60000,1002.00293,-51.489285,48.840435,-6.176856,0.049752,1.064,130.905106,
Subsample_6 32 (Omykiss),Drift_Forage 370,0:00:16:57.175/60000,1017.00293,-65.883636,31.372295,-9.14248,0.035929,0.822895,124.788773,
Subsample_6 32 (Omykiss),Drift_Forage 371,0:00:17:00.175/60000,1020.00293,-57.845531,40.47538,-7.808159,0.072644,0.223901,127.299583,
Subsample_6 32 (Omykiss),Length 374,0:00:16:58.21040/60000,1018.350647,-54.827736,36.58849,-12.025462,0.10207,0.035522,124.000648,
Subsample_6 32 (Omykiss),Length 373,0:00:16:47.44404/60000,1007.740051,-61.142418,26.325996,-7.269422,0.043893,1.160653,117.670677,
Subsample_6 32 (Omykiss),Length 372,0:00:16:30.37378/60000,990.622986,-40.054142,44.071316,-10.697074,0.094443,1.044311,123.570724,
Subsample_6 32 (Omykiss),Length 373,0:00:16:47.44404/60000,1007.740051,-53.624805,28.58959,-7.172708,0.091329,1.93212,115.37822,
Subsample_6 32 (Omykiss),Length 374,0:00:16:58.21040/60000,1018.350647,-61.766136,35.742138,-8.374867,0.064105,1.193124,125.675812,
Subsample_6 32 (Omykiss),Length 372,0:00:16:30.37378/60000,990.622986,-46.872913,41.477676,-8.286993,0.091414,1.57878,123.249611,
Subsample_6 33 (Omykiss),Drift_Forage 375,0:00:16:30.175/60000,990.00293,45.462696,18.749321,21.786785,0.044861,0.2143,82.901871,
Subsample_6 33 (Omykiss),Drift_Forage 377,0:00:16:36.175/60000,996.00293,50.455761,11.404747,17.347048,0.092509,0.3012,77.072586,
Subsample_6 33 (Omykiss),Drift_Forage 376,0:00:16:33.175/60000,993.00293,49.459728,20.720196,21.564745,0.057575,0.395005,85.404694,
Subsample_6 33 (Omykiss),Drift_Forage 380,0:00:16:45.175/60000,1005.00293,50.034229,15.589881,17.953629,0.083054,0.156447,80.957108,
Subsample_6 33 (Omykiss),Drift_Forage 378,0:00:16:39.175/60000,999.00293,50.365749,17.626499,15.215506,0.105859,1.194981,83.458229,
Subsample_6 33 (Omykiss),Drift_Forage 379,0:00:16:42.175/60000,1002.00293,40.991791,15.689337,15.101347,0.078304,0.024343,80.502571,
Subsample_6 33 (Omykiss),Surface_Strike 381,0:00:16:48.175/60000,1008.00293,43.865658,15.166333,34.000286,0.026876,5.872915,78.765976,
Subsample_6 33 (Omykiss),Drift_Forage 382,0:00:16:51.175/60000,1011.00293,47.151123,18.688023,21.972292,0.047085,0.072937,83.028816,
Subsample_6 33 (Omykiss),Drift_Forage 383,0:00:16:54.175/60000,1014.00293,59.525127,7.789189,17.940731,0.115099,0.376547,75.767792,
Subsample_6 33 (Omykiss),Surface_Strike 384,0:00:16:57.175/60000,1017.00293,63.956879,7.499433,19.075373,0.111065,0.327077,76.805923,
Subsample_6 33 (Omykiss),Drift_Forage 385,0:00:17:00.175/60000,1020.00293,62.254154,11.937773,19.272528,0.103344,0.341621,80.309296,
Subsample_6 33 (Omykiss),Length 387,0:00:16:33.175/60000,993.00293,49.27528,20.298649,21.619562,0.056199,0.079116,84.956207,
Subsample_6 33 (Omykiss),Length 387,0:00:16:33.175/60000,993.00293,54.268059,17.98502,22.217855,0.060481,0.330143,83.561302,
Subsample_6 33 (Omykiss),Length 388,0:00:16:51.3603/60000,1011.060059,47.52557,18.794214,22.002058,0.047807,0.241327,83.180832,
Subsample_6 33 (Omykiss),Length 388,0:00:16:51.3603/60000,1011.060059,53.152153,17.377377,22.162195,0.057715,0.089338,82.740395,
Subsample_6 33 (Omykiss),Length 386,0:00:16:30.175/60000,990.00293,45.480579,18.961634,21.777969,0.045216,0.395679,83.114563,
Subsample_6 33 (Omykiss),Length 386,0:00:16:30.175/60000,990.00293,50.588516,16.673813,22.422178,0.049253,0.608697,81.536041,
Surface_Shots 34,Point 389,0:00:08:02.50046/60000,482.834106,14.220083,-29.861847,36.841671,0.391755,1.124774,35.622189,
Surface_Shots 34,Point 393,0:00:08:01.50046/60000,481.834106,20.425652,-30.48925,36.991982,0.297554,1.396071,36.790039,
Surface_Shots 34,Point 391,0:00:08:00.50046/60000,480.834106,26.895634,-30.580109,37.252365,0.194971,1.230439,34.48991,
Surface_Shots 34,Point 392,0:00:08:03.50046/60000,483.834106,7.41299,-28.526194,36.787617,0.464171,0.194863,35.804825,
Surface_Shots 34,Point 390,0:00:07:59.50046/60000,479.834106,31.963545,-29.857773,37.317162,0.122932,1.331332,34.205791,
Subsample_1 6 (Omykiss),Movement 394,0:00:07:47.1994/60000,467.033234,-42.694817,12.745831,-10.63306,0.095475,0.40144,98.726807,
Subsample_1 6 (Omykiss),Movement 395,0:00:07:46.1994/60000,466.033234,-44.444843,14.447178,-9.838561,0.0951,0.711249,100.57914,